temperature,rainfall,humidity,yeild_apples
77,67,24,48
40,21,88,60
87,29,77,70
67,100,68,74
39,65,20,35
80,28,52,56
35,98,100,80
50,67,64,60
47,88,71,67
58,54,25,41
27,60,89,65
44,71,21,38
50,93,76,72
83,87,56,70
97,58,60,71
70,53,96,80
40,34,57,47
58,68,33,48
60,31,38,43
71,79,59,67
26,36,51,40
86,66,83,80
71,43,31,45
74,63,40,55
25,96,22,38
61,97,87,81
43,67,29,41
51,87,64,65
45,93,70,67
88,69,22,51
93,60,68,74
81,62,31,52
78,70,76,75
72,89,89,84
55,72,52,57
100,53,50,66
40,65,67,58
58,71,93,78
69,55,48,56
63,51,43,51
78,23,59,58
83,94,99,93
83,37,25,45
82,88,80,82
33,22,40,34
22,59,89,63
68,80,66,69
98,81,51,71
62,20,42,44
75,94,27,55
82,60,80,77
40,92,30,45
33,73,54,52
82,34,26,44
24,26,93,59
44,87,98,80
67,35,57,56
59,58,88,73
51,63,59,57
93,87,74,82
23,79,43,44
57,54,91,73
87,60,44,60
44,35,62,51
43,33,41,40
60,78,20,44
62,33,56,53
91,74,61,73
61,62,35,48
52,72,37,48
57,41,47,49
33,57,97,70
50,91,83,75
35,48,31,36
41,58,86,67
69,60,71,68
91,80,30,58
63,88,92,82
88,44,81,76
54,88,53,60
55,99,23,48
53,61,77,67
82,20,97,77
100,76,61,76
71,73,84,78
59,82,29,49
67,49,26,43
87,99,78,85
99,36,30,52
90,31,47,57
36,98,64,62
65,89,62,68
68,76,38,55
43,58,23,36
100,58,55,69
28,51,66,52
21,45,65,48
92,60,51,65
80,38,93,78
61,54,33,46
66,74,81,75
76,91,30,56
40,48,85,64
79,65,27,50
90,37,99,84
47,93,66,66
100,47,45,62
91,23,26,45
22,90,34,42
67,22,32,40
65,71,30,49
68,68,65,66
34,79,49,50
87,55,20,47
96,20,73,69
83,63,91,83
59,69,66,64
36,41,84,61
76,78,47,62
79,27,85,72
93,33,79,74
51,53,47,49
59,40,70,61
56,60,38,48
97,48,85,81
58,20,99,71
32,59,64,53
81,56,76,74
84,42,53,60
64,85,96,84
60,86,98,84
74,44,96,79
24,96,76,64
59,46,75,64
23,44,97,64
94,77,50,69
52,40,51,49
23,43,22,26
80,24,27,42
81,98,100,94
85,23,73,67
45,85,72,66
61,21,52,48
23,70,87,64
100,43,37,57
41,30,72,54
97,32,91,81
78,26,90,74
65,89,22,48
48,42,37,41
45,69,53,54
30,49,37,37
24,77,70,58
32,56,61,51
72,81,57,66
58,73,99,82
65,84,40,56
82,94,77,82
65,69,47,57
72,45,47,54
98,58,74,78
45,61,40,46
66,93,22,49
47,90,58,61
49,68,76,66
45,85,76,68
20,58,55,45
87,68,26,53
39,77,54,54
20,74,31,36
62,53,81,70
43,42,98,70
84,76,97,89
91,57,68,73
41,95,90,76
70,69,96,83
36,42,71,55
32,34,48,40
72,44,35,48
69,86,27,51
29,25,28,28
44,99,56,61
72,76,87,80
71,84,36,56
43,66,40,46
98,22,77,72
78,53,73,70
70,87,39,58
87,46,78,74
35,58,44,44
72,30,96,76
95,33,79,75
51,62,42,49
98,58,91,86
82,69,65,71
26,75,78,62
89,88,73,81
84,44,25,46
58,89,37,54
56,22,85,64
73,89,26,53
27,65,31,37
56,22,21,32
47,30,20,30
100,58,84,84
25,54,64,50
20,50,62,47
84,93,30,59
21,78,68,56
55,58,93,75
75,36,89,74
40,55,73,60
53,45,32,41
40,61,75,62
61,23,98,72
65,76,71,70
58,72,98,81
23,94,49,50
57,67,95,78
97,47,40,58
92,98,36,65
38,39,57,48
57,77,63,64
29,30,81,55
57,27,83,64
53,29,74,59
57,28,100,73
56,79,23,44
64,69,75,70
87,47,28,50
52,65,95,76
92,95,20,57
29,29,67,48
45,66,76,65
78,67,94,84
35,45,84,62
100,20,65,66
30,55,35,38
55,33,72,59
52,75,69,65
55,84,54,60
32,82,77,64
97,98,88,93
33,67,40,43
67,86,99,87
94,72,46,66
36,45,21,30
69,25,25,38
20,32,90,57
78,88,89,86
82,80,50,66
46,72,42,49
20,73,25,33
33,50,58,49
98,89,26,60
27,67,96,70
80,55,62,66
54,98,92,82
96,30,47,58
38,55,95,70
68,78,26,49
42,28,53,45
93,51,84,80
88,89,44,66
85,70,73,76
82,50,59,64
42,22,77,56
97,78,28,59
51,76,46,54
71,48,97,79
97,80,73,82
20,27,92,57
43,23,49,42
82,32,36,49
60,67,55,59
21,52,99,66
94,68,87,85
99,86,46,70
26,95,95,74
97,97,69,83
95,37,83,77
98,66,28,57
93,80,35,61
95,77,20,54
93,62,97,89
91,48,57,65
66,72,23,46
79,49,100,84
36,91,44,51
28,86,52,52
96,51,32,55
58,46,49,51
33,30,92,62
89,70,36,59
75,84,39,59
94,94,74,84
56,59,61,59
62,67,53,58
40,42,21,31
55,72,83,72
91,38,66,68
70,24,69,60
81,45,56,61
30,20,56,41
50,72,37,48
46,24,51,44
50,28,66,54
72,43,30,45
53,58,100,78
98,43,41,58
32,76,66,58
84,33,24,44
29,95,40,48
73,23,93,73
42,81,46,52
87,25,51,57
33,58,30,36
42,46,24,34
32,53,30,35
84,25,54,57
83,72,58,68
64,86,51,62
40,49,20,32
39,25,98,66
72,29,69,62
40,46,97,70
55,68,23,42
66,55,96,79
22,36,91,59
46,52,63,56
72,91,31,55
31,39,98,66
44,55,97,73
44,90,69,66
90,91,57,74
99,74,92,90
35,37,72,54
96,59,100,91
67,39,92,74
84,64,53,64
36,99,86,74
58,81,100,84
81,55,75,73
62,76,100,84
73,92,69,75
55,85,49,58
28,78,93,70
88,68,63,72
36,98,24,42
75,72,32,53
61,52,21,39
96,33,99,85
66,71,53,60
94,66,67,75
98,83,76,84
80,44,44,55
89,32,52,59
54,43,32,41
38,60,68,57
57,22,81,62
56,81,39,52
58,58,21,40
26,43,58,45
100,75,52,71
36,43,37,38
85,78,81,82
30,29,91,60
46,95,30,48
45,67,34,44
52,87,47,56
25,96,65,59
30,29,65,47
36,39,57,47
21,39,21,25
84,38,66,66
76,92,75,79
100,42,20,48
96,87,71,82
96,99,69,83
25,25,67,46
74,71,60,66
90,81,28,57
40,29,91,63
66,47,78,68
59,27,78,62
50,61,68,61
79,68,47,61
28,43,66,50
100,25,72,71
71,50,29,46
92,55,83,80
24,44,63,48
61,88,75,73
95,68,89,87
49,56,79,65
42,94,34,48
58,76,56,61
96,31,61,66
100,80,43,68
38,53,57,50
87,93,38,64
71,97,89,85
39,48,91,67
58,85,78,73
49,86,32,48
97,99,73,85
51,60,52,53
69,93,64,71
58,90,76,73
21,52,31,32
49,75,41,50
78,65,98,85
66,64,95,80
80,32,85,73
48,96,80,74
84,81,97,90
82,98,52,70
73,93,30,56
35,99,96,78
100,48,35,57
91,64,45,63
27,52,71,54
43,75,82,69
37,34,96,66
81,25,82,70
57,84,65,66
64,34,100,76
56,66,38,49
56,76,25,44
43,25,56,46
77,95,34,59
33,74,70,60
96,32,99,85
80,77,43,61
61,53,65,61
41,20,67,50
64,55,62,61
64,98,52,65
39,79,36,46
63,72,24,45
90,91,89,90
42,24,85,60
33,82,42,47
82,65,82,79
41,53,72,59
26,29,31,29
85,50,91,81
28,35,88,59
90,57,26,51
76,34,25,42
71,78,55,64
29,97,88,72
20,68,28,34
98,78,83,86
69,62,55,61
24,93,47,49
96,34,28,50
78,57,74,72
90,42,52,61
52,93,49,59
54,86,29,48
21,56,85,60
65,79,26,48
62,29,89,69
69,68,54,61
56,94,23,47
34,36,76,55
33,39,62,49
66,29,89,70
87,63,30,54
71,24,100,76
46,35,99,70
37,49,90,66
44,41,78,60
40,49,87,65
59,75,93,79
50,62,75,65
83,96,21,55
23,91,31,41
90,39,82,76
39,44,73,57
41,65,84,67
87,72,36,58
29,47,95,66
45,57,26,38
45,24,94,65
95,92,86,90
93,49,21,48
56,62,26,42
50,66,88,72
28,61,34,38
28,90,65,59
53,79,25,44
21,75,76,59
55,67,96,78
84,35,44,54
59,71,99,81
30,88,80,67
52,22,40,40
47,52,82,66
52,37,36,41
55,66,40,50
77,47,22,44
64,35,70,61
28,51,60,49
49,46,79,63
88,24,89,76
29,24,70,48
60,63,48,55
49,23,86,62
60,80,36,52
35,73,88,69
76,37,32,46
20,67,64,51
34,52,47,44
59,99,49,62
37,39,73,55
72,76,70,72
99,67,43,65
86,34,77,71
31,45,69,53
72,75,93,83
63,34,98,75
44,92,55,59
28,95,65,60
48,70,77,67
52,38,53,50
39,32,93,65
94,64,50,66
86,34,25,45
68,67,57,62
74,36,22,40
44,88,41,51
45,90,84,74
91,50,70,72
90,92,76,83
50,75,52,56
71,71,82,76
95,38,73,73
86,73,22,51
98,48,36,57
97,74,25,56
29,39,23,28
41,28,95,65
25,93,73,63
45,42,60,52
76,42,65,64
53,38,47,47
58,61,84,72
33,87,31,43
78,50,84,75
84,77,20,51
90,73,57,70
54,56,60,57
46,51,91,70
51,28,77,59
80,73,76,77
82,23,62,60
27,48,84,60
68,69,51,60
60,58,34,47
50,25,36,38
78,58,94,82
79,53,47,58
55,86,91,79
86,75,69,75
27,38,60,46
39,63,69,59
65,76,31,50
20,58,25,30
66,48,48,53
60,39,46,49
69,24,62,56
58,55,22,39
45,45,52,48
49,66,52,54
81,67,38,57
40,78,81,68
61,58,35,47
44,79,99,78
62,94,26,50
55,23,54,48
40,91,85,73
84,44,53,60
45,65,22,38
52,60,73,64
57,48,88,71
84,85,25,55
75,79,38,57
98,52,63,71
28,96,81,68
86,86,49,68
33,47,68,53
28,56,44,42
88,38,53,60
34,30,68,50
85,47,30,50
93,96,92,93
43,79,38,48
74,29,59,58
90,23,64,64
50,80,61,62
37,42,91,65
99,45,62,70
91,65,98,89
83,88,36,60
100,58,48,66
71,49,68,65
23,61,98,68
48,77,28,44
39,26,86,60
21,55,81,58
53,41,37,43
71,99,57,70
33,51,66,53
43,72,94,74
24,67,33,37
55,81,95,80
42,99,93,79
95,54,23,51
58,46,69,61
46,28,31,35
51,68,52,55
38,38,41,40
85,67,87,82
47,98,22,45
86,87,64,75
51,56,89,71
48,62,36,45
95,39,33,53
73,90,39,59
28,95,87,71
33,60,95,69
54,44,48,49
95,87,69,80
69,49,74,68
54,31,81,63
76,76,54,65
63,41,70,62
47,64,68,61
59,87,71,71
25,45,26,30
29,73,97,72
55,89,43,56
100,62,79,82
29,60,63,52
29,71,98,72
54,78,74,69
57,21,60,51
71,64,83,76
41,82,28,43
68,28,44,48
55,55,76,66
66,72,55,62
91,88,40,65
82,31,28,45
57,66,23,42
40,87,53,56
81,27,93,76
28,79,22,35
32,36,46,40
55,75,93,78
73,23,48,50
97,78,92,91
48,49,42,45
21,99,95,74
73,29,90,73
57,59,38,48
36,65,95,71
32,64,46,45
95,69,98,91
82,82,98,90
55,26,90,67
57,68,26,44
44,78,36,47
46,86,76,69
92,40,82,77
23,54,92,64
40,73,83,68
81,96,95,91
42,34,91,65
80,56,56,63
97,60,38,60
21,64,95,67
77,87,37,59
63,58,46,54
40,64,83,66
80,53,25,47
43,43,58,50
96,67,46,65
73,50,71,67
88,68,78,79
41,46,75,59
55,29,22,33
92,47,56,65
61,26,62,54
60,55,79,68
64,34,66,59
59,79,31,49
82,43,44,55
99,42,73,75
46,97,95,81
71,73,87,79
89,87,79,84
58,69,72,67
35,82,37,45
71,49,87,75
26,92,82,67
93,33,45,57
77,62,96,84
52,98,51,61
61,62,98,80
80,42,76,70
24,90,57,54
73,89,62,71
68,21,87,68
62,72,76,71
52,61,61,58
80,91,38,61
96,100,51,74
83,81,62,72
73,31,27,42
74,26,71,63
44,37,79,60
25,72,90,67
20,86,64,55
58,47,41,47
58,49,100,77
24,82,93,70
81,23,97,77
49,56,38,45
89,99,22,58
34,57,82,63
28,60,61,51
92,68,64,73
60,70,71,68
80,92,35,60
72,37,93,76
38,95,91,76
41,74,82,68
30,27,62,45
65,65,97,81
57,40,39,45
95,49,87,82
36,61,75,60
62,88,29,51
73,84,61,69
83,51,41,56
87,97,43,67
50,76,38,49
49,52,27,39
56,63,64,61
38,94,49,55
60,31,88,68
92,22,82,73
40,43,62,52
30,21,38,32
56,44,83,67
76,56,74,71
63,58,34,48
37,82,88,72
77,71,55,65
99,29,61,66
89,23,76,69
29,33,30,30
83,71,80,79
20,46,42,36
54,20,58,49
69,35,27,41
40,98,79,71
50,73,97,78
76,47,43,54
23,37,53,41
24,86,23,36
28,85,75,63
79,54,69,69
43,82,30,44
22,50,45,39
63,23,77,62
64,23,22,35
63,93,33,54
85,84,96,90
29,39,48,40
68,34,27,41
44,74,63,60
72,69,37,54
24,67,84,63
93,74,45,65
33,94,56,57
29,87,87,70
76,42,74,68
42,27,43,40
50,95,75,72
49,69,74,66
99,100,77,88
72,96,54,68
35,100,88,74
73,51,71,68
71,59,50,58
56,77,20,42
61,74,40,53
76,72,66,70
64,58,79,70
28,78,98,73
87,36,71,69
81,71,72,74
48,26,35,37
76,42,86,74
57,51,72,63
53,77,73,68
38,81,32,44
70,54,32,48
56,38,68,58
39,58,59,53
64,54,83,72
45,87,55,58
21,43,36,33
53,60,32,44
74,86,38,58
90,29,38,52
100,24,47,58
40,74,70,62
41,62,96,73
80,42,97,81
49,46,50,49
92,68,98,90
29,84,29,40
24,81,63,55
87,99,94,93
72,98,47,65
52,81,65,64
89,80,88,87
36,100,73,67
47,98,97,82
79,77,29,54
27,57,69,54
64,93,81,78
86,58,63,69
37,75,57,55
85,86,25,55
62,37,98,75
87,37,27,47
23,69,78,60
96,62,23,53
27,44,100,67
33,78,68,60
81,51,97,83
92,22,98,81
54,89,81,74
34,95,96,77
28,35,78,54
23,70,24,33
77,52,76,72
42,30,81,59
37,49,71,56
80,27,100,79
50,43,74,61
96,77,22,55
80,55,76,73
37,35,45,41
46,62,31,42
74,86,32,55
88,27,93,78
42,24,20,27
90,84,44,66
51,91,96,82
35,23,58,44
75,85,37,58
31,35,95,64
96,93,81,88
71,48,74,68
61,30,67,58
52,74,41,51
55,24,64,53
54,74,40,51
95,79,43,66
75,83,24,51
75,23,23,39
88,46,99,85
75,64,66,68
96,59,52,67
93,66,92,87
81,96,40,64
100,75,82,86
25,56,69,53
33,41,48,42
42,43,69,56
34,40,83,60
89,42,35,53
44,63,90,71
21,76,40,42
96,78,26,57
68,79,70,71
90,88,70,80
85,100,42,66
23,37,47,38
99,98,82,90
49,36,72,58
62,90,39,56
52,49,71,61
54,43,86,68
98,86,64,79
52,30,98,71
61,45,31,43
84,55,94,83
60,80,100,84
93,77,56,71
49,50,30,40
96,62,43,63
60,32,62,55
29,70,82,64
64,54,29,44
64,31,68,59
87,49,83,77
85,22,34,47
20,81,30,37
86,69,32,56
85,92,98,93
40,32,79,58
99,32,37,55
24,100,92,73
33,82,20,36
64,60,90,76
81,63,63,68
71,99,40,61
80,20,23,40
74,25,84,69
82,60,71,72
42,37,100,70
84,90,52,69
74,57,97,82
74,59,22,45
55,87,53,60
32,78,23,37
83,62,94,84
95,94,100,97
23,65,49,44
50,60,22,38
55,48,48,50
45,44,74,59
35,70,97,73
53,55,64,59
43,24,41,38
88,48,82,77
98,54,85,83
27,22,53,39
38,86,55,56
81,83,42,62
80,66,33,54
96,45,69,72
68,46,99,79
28,24,44,35
99,34,37,55
84,32,40,52
76,78,64,70
37,54,93,68
89,93,26,58
49,39,29,37
98,82,84,88
91,94,84,88
49,32,46,44
30,33,91,61
46,95,66,66
75,56,65,66
90,30,82,74
81,67,44,60
40,79,27,41
29,43,24,29
71,61,76,72
87,58,92,84
33,96,37,48
88,38,26,47
64,28,87,68
30,74,38,43
83,100,62,76
95,28,91,80
77,57,98,84
58,35,74,61
44,39,56,49
79,94,82,84
59,36,37,43
72,23,71,62
29,86,38,45
24,60,85,62
41,61,49,49
69,31,46,50
60,89,37,54
23,50,41,37
21,91,89,69
41,38,79,59
48,30,77,59
49,27,99,70
25,94,92,72
98,23,97,82
76,44,69,66
28,42,78,56
90,70,25,54
78,85,50,65
80,20,93,74
20,97,37,44
40,91,42,51
50,98,82,76
100,63,60,73
29,36,27,29
89,31,60,63
20,35,35,30
53,24,53,47
42,59,52,50
49,36,61,52
78,91,31,57
98,35,64,68
85,68,34,56
72,73,32,52
80,31,61,61
71,81,29,52
46,71,44,50
77,45,100,82
57,89,71,70
37,61,26,36
36,71,75,62
34,89,22,39
99,36,99,86
21,74,66,54
56,93,81,76
88,74,74,78
48,50,98,73
75,94,54,68
96,85,35,63
33,70,71,59
99,48,28,53
99,50,44,62
24,54,36,36
58,70,73,68
67,67,76,72
53,51,100,76
25,56,79,58
20,79,29,36
33,68,99,73
95,63,95,89
26,60,64,52
66,26,89,70
66,97,91,85
37,38,48,43
60,71,87,76
64,88,56,65
59,57,55,57
35,33,100,67
22,52,78,56
85,23,44,52
91,86,72,80
91,93,83,87
70,30,71,62
95,69,21,53
48,25,22,30
99,93,46,71
54,63,33,45
94,63,88,85
45,95,76,70
90,67,54,67
46,93,97,81
100,26,96,83
95,30,53,61
71,89,54,66
39,64,99,74
91,94,32,62
21,86,67,57
72,72,91,82
71,25,85,69
28,25,93,60
42,37,97,68
63,32,87,69
35,58,90,67
69,25,86,69
91,35,29,49
96,23,54,60
28,81,80,65
96,72,86,86
90,28,50,58
72,69,91,81
38,49,36,39
41,89,52,56
90,36,86,77
35,60,87,66
27,69,54,49
45,23,30,33
90,78,20,53
98,94,39,68
87,94,83,86
79,92,46,65
69,78,65,69
67,75,58,64
57,45,32,42
93,86,56,73
76,44,64,64
31,67,64,55
53,69,34,47
54,53,94,74
79,87,76,79
71,44,60,60
35,99,48,54
30,91,20,37
87,55,48,61
42,62,62,56
39,31,79,57
85,40,63,65
49,59,64,58
83,47,61,65
99,32,28,50
51,84,62,63
88,100,79,86
85,53,98,85
50,33,100,72
26,64,61,51
100,95,42,70
67,52,99,80
37,83,70,63
71,49,63,63
61,65,85,74
20,31,96,60
72,87,89,84
77,94,100,92
21,100,37,45
84,90,73,80
39,58,63,55
37,23,90,61
87,72,41,61
31,59,83,63
60,61,66,63
27,59,66,53
94,50,23,50
73,26,70,62
67,20,82,65
22,55,85,60
36,42,24,31
84,42,57,62
78,69,34,54
73,31,67,62
30,23,41,34
52,87,41,54
100,91,41,69
57,94,39,55
32,79,55,53
94,99,39,68
51,35,66,55
62,66,70,67
41,49,73,59
70,51,93,78
40,27,81,58
60,65,42,52
69,69,55,62
85,98,29,60
61,23,70,58
20,34,66,46
42,76,70,63
22,67,95,68
45,57,52,51
97,35,93,83
56,87,62,65
37,25,32,32
79,29,60,60
96,22,91,79
26,29,95,61
25,80,74,60
79,88,60,71
60,86,73,72
91,22,93,78
95,90,23,58
78,45,85,75
53,87,92,79
72,53,81,73
97,20,38,52
93,77,60,73
48,74,95,77
37,48,98,70
86,47,68,69
40,80,76,66
75,48,42,53
96,80,52,71
40,26,72,53
62,20,40,43
73,72,89,81
66,67,93,80
56,55,62,59
39,82,66,61
23,98,29,41
73,63,60,64
76,39,64,63
76,28,63,60
82,88,76,80
79,28,68,63
81,80,85,83
35,67,62,55
63,97,68,72
39,40,71,55
94,76,95,91
64,58,58,60
42,28,92,64
79,49,72,70
83,83,55,69
73,80,58,67
30,44,91,63
85,45,35,52
72,95,96,89
67,100,64,72
46,76,36,47
36,24,58,45
57,54,50,53
39,79,73,64
49,62,31,43
61,56,40,50
75,93,68,75
65,55,95,78
63,53,88,74
28,24,60,43
27,82,76,62
50,35,48,46
47,60,92,72
62,30,43,46
30,74,100,74
78,42,53,58
76,54,83,75
60,25,40,43
27,93,37,45
24,30,83,55
67,69,69,68
46,84,60,61
60,47,23,39
79,97,99,93
60,27,59,53
88,46,24,48
37,46,83,62
78,51,40,54
33,21,24,26
66,48,57,58
50,74,22,41
54,53,41,47
50,78,76,69
98,21,68,68
99,79,21,56
96,99,66,82
80,31,56,58
44,59,67,58
50,41,33,40
59,77,94,80
87,72,45,63
39,47,37,40
38,31,67,51
52,57,72,63
67,94,70,74
36,21,92,61
89,40,38,54
47,84,47,54
55,72,78,70
86,24,56,59
33,100,26,43
62,89,67,70
89,95,39,65
83,78,48,64
67,56,78,70
41,80,42,49
81,67,53,64
32,91,65,60
59,60,43,51
22,45,83,57
59,93,66,69
40,56,27,37
93,41,38,55
92,32,48,58
87,70,22,51
96,33,34,52
84,71,91,85
75,51,41,53
43,87,50,55
64,34,37,44
38,49,39,41
55,46,76,64
35,64,52,49
44,48,70,58
41,96,70,66
40,49,96,70
78,99,70,78
28,82,83,66
38,81,89,72
61,64,57,60
72,20,85,68
40,87,81,70
96,39,93,83
76,32,48,53
32,30,96,64
74,68,93,82
60,36,88,69
59,66,88,75
64,31,46,48
82,53,76,73
80,61,57,65
100,31,69,71
61,95,81,78
29,88,69,61
33,46,78,58
26,81,84,66
34,27,43,37
74,50,92,78
89,57,56,66
26,83,30,39
59,49,82,68
66,47,56,57
100,41,20,48
68,68,89,78
30,42,97,66
94,29,67,68
33,75,58,54
74,59,36,52
74,29,41,48
73,51,50,57
100,30,69,70
89,66,83,81
99,58,27,55
36,100,83,72
26,29,22,25
93,93,53,73
48,78,59,60
80,65,30,52
32,38,90,62
93,56,82,80
73,42,67,64
78,85,44,62
40,37,74,56
60,94,27,50
57,97,87,80
54,40,29,39
46,54,30,40
67,95,94,86
60,61,23,42
71,70,42,56
89,83,28,57
41,51,71,58
78,51,99,83
31,56,27,34
97,92,44,70
71,97,82,82
74,59,62,65
100,55,39,60
75,46,67,65
92,41,58,65
89,63,55,67
87,99,35,63
91,70,34,58
91,22,65,64
76,60,58,64
32,82,49,50
21,48,26,29
51,65,97,77
59,22,95,70
64,54,72,66
24,77,38,42
94,43,76,75
48,26,25,32
37,92,73,66
99,32,24,48
47,39,27,35
47,53,26,38
73,44,46,54
32,64,44,44
98,21,96,82
83,57,51,62
46,31,20,30
41,77,100,78
75,42,79,70
69,77,22,47
68,69,20,44
87,30,27,46
70,56,96,80
52,82,54,59
23,67,96,68
38,81,86,71
86,56,52,63
95,32,43,56
20,87,65,56
47,81,54,57
44,57,36,43
91,87,31,60
34,45,89,64
83,41,93,80
65,45,57,57
23,46,59,46
57,80,90,78
85,42,57,62
45,46,80,63
23,28,81,53
77,90,68,75
23,67,22,31
20,41,88,58
67,67,58,62
81,81,85,83
65,33,89,71
59,48,60,57
92,29,71,69
33,61,66,55
95,70,68,76
20,75,54,48
99,23,52,60
56,97,74,73
48,24,60,49
82,33,78,70
70,89,73,75
68,41,71,64
40,73,41,47
43,32,62,50
52,22,71,56
57,53,53,54
42,82,47,52
60,46,85,70
74,49,39,52
81,90,66,75
90,93,21,56
65,23,73,61
99,34,28,50
35,48,35,38
29,71,21,33
84,61,75,75
89,76,22,53
28,60,62,51
78,67,75,74
37,83,22,39
85,77,92,87
89,25,72,68
91,30,71,69
26,28,58,42
89,62,61,70
98,100,54,76
34,63,41,43
37,80,58,56
32,42,70,53
62,94,45,60
45,48,23,35
49,50,29,39
70,86,55,66
46,56,41,46
61,28,83,65
78,92,89,86
45,76,99,78
32,20,100,64
65,91,79,77
77,56,57,63
63,75,30,49
59,22,97,71
24,31,54,40
92,85,86,88
74,95,70,76
72,97,49,66
21,37,35,31
96,82,87,89
66,90,44,60
66,28,76,63
91,26,80,72
77,75,70,73
35,69,50,49
77,46,61,63
44,54,84,66
50,80,52,57
62,88,23,48
86,80,38,61
32,52,42,41
56,25,24,34
27,81,85,67
25,20,41,32
58,45,55,54
72,56,58,62
72,74,93,83
86,99,46,69
48,22,100,69
87,85,28,57
37,27,86,60
75,49,54,59
23,81,93,70
28,72,99,72
53,68,99,79
35,48,35,38
28,79,50,49
52,55,41,47
66,67,22,44
72,38,34,46
26,64,90,66
41,60,29,39
76,58,49,59
89,71,93,87
59,71,54,59
22,57,94,65
99,59,32,58
73,47,66,64
51,64,69,63
71,49,34,48
31,27,22,26
20,93,40,45
55,22,42,42
87,70,78,79
35,30,41,37
53,82,47,56
83,40,31,48
60,50,81,68
74,82,92,85
62,79,67,68
76,31,60,59
80,69,39,57
29,29,55,42
32,82,21,36
22,48,86,59
82,47,56,62
83,97,69,79
98,20,66,66
66,60,82,73
33,41,28,32
68,86,80,78
64,33,79,65
24,21,71,47
83,49,56,63
23,61,34,36
76,84,73,76
75,65,62,66
50,89,51,58
50,63,37,46
47,90,21,43
27,70,52,48
63,66,90,77
35,94,84,71
62,76,31,49
35,52,21,31
35,32,69,51
69,52,98,80
20,47,42,36
73,52,42,53
23,53,69,52
71,44,66,63
75,49,78,71
78,77,53,65
89,63,27,53
78,35,58,59
49,85,96,80
93,34,57,63
93,39,78,75
93,92,42,67
96,95,28,62
31,65,46,45
76,52,54,60
38,96,50,56
39,61,31,39
27,98,27,41
85,59,56,65
50,42,95,71
26,100,97,76
50,82,51,57
32,53,89,65
93,43,66,70
95,63,22,52
29,61,78,60
91,93,69,80
21,58,29,32
40,67,28,39
61,74,57,62
31,65,75,60
62,39,85,69
61,89,44,58
38,94,67,64
54,85,35,51
99,26,75,72
88,85,97,92
21,100,81,67
84,24,55,58
54,35,97,72
75,52,72,69
93,83,40,64
87,72,87,84
42,48,44,44
42,95,32,48
50,88,24,45
46,84,77,69
20,66,67,53
55,89,41,55
87,25,32,47
43,67,34,43
66,49,54,57
94,52,80,79
77,90,47,65
68,27,20,36
64,82,37,54
83,88,71,78
86,89,30,59
82,77,27,54
92,89,52,71
64,65,98,81
73,93,81,81
32,95,86,72
56,91,72,71
97,100,36,67
54,78,99,81
52,81,69,66
27,92,50,52
22,65,54,47
35,32,62,48
40,83,98,78
57,55,68,62
50,100,46,58
84,55,48,60
91,67,65,73
50,88,21,43
94,93,68,81
82,22,47,52
92,79,61,74
81,85,84,83
88,88,41,64
44,100,78,72
96,35,77,74
75,56,83,75
91,97,75,84
77,87,75,78
75,97,64,74
31,21,45,36
51,49,43,47
69,78,93,83
40,28,97,66
66,62,32,48
36,88,74,65
22,63,44,41
32,69,71,59
48,48,45,46
68,39,93,75
95,89,75,84
28,77,60,54
85,35,48,56
47,79,83,71
30,79,54,52
93,40,75,73
93,42,64,68
98,54,59,70
50,52,89,70
64,41,27,41
88,96,73,82
51,27,57,49
52,90,95,81
32,35,32,33
43,99,35,50
31,90,39,47
71,35,89,73
50,23,40,40
54,86,63,65
99,86,39,66
59,25,25,35
70,25,61,56
100,79,53,72
87,72,44,62
41,49,91,68
58,64,68,64
81,71,68,72
32,92,40,48
60,98,79,77
64,84,97,84
96,95,44,70
27,39,23,27
59,87,52,61
85,68,97,88
78,44,22,43
25,93,42,47
30,49,46,42
26,83,71,60
67,40,98,77
39,58,29,38
44,56,22,35
53,20,68,54
25,32,20,24
23,59,92,65
40,82,96,76
54,66,26,42
81,48,32,50
32,68,33,40
65,69,56,61
85,100,52,72
70,23,77,64
59,57,60,59
70,45,89,74
92,66,36,59
99,79,87,89
80,88,71,77
60,86,20,45
95,59,74,77
87,56,74,74
24,56,44,40
58,50,95,75
70,66,73,71
86,76,62,72
20,46,45,38
44,24,70,53
20,90,93,70
73,35,87,72
23,49,39,36
49,41,81,63
53,63,79,68
89,80,20,53
70,44,52,56
37,66,71,60
35,37,22,29
64,34,61,56
73,64,47,58
31,67,82,64
40,49,31,37
62,52,95,76
35,24,31,31
32,95,49,53
33,83,70,62
73,73,69,71
72,65,25,47
24,28,73,49
54,21,52,46
98,38,42,58
44,79,78,68
72,59,75,71
93,58,48,64
53,67,48,53
74,43,55,58
96,36,73,72
87,64,48,63
27,100,43,50
61,71,80,72
57,94,76,74
76,30,62,60
24,37,56,43
86,33,100,82
77,38,25,43
76,59,32,51
87,42,41,55
28,84,67,59
79,54,46,58
40,35,53,46
85,100,36,64
83,55,26,49
22,81,23,34
57,38,85,67
88,43,36,53
55,80,25,45
66,53,94,77
57,58,53,55
94,59,32,56
74,97,55,69
31,55,52,46
56,66,28,44
80,41,52,58
60,54,74,66
68,47,68,64
